# t, hp, hx
1.638861495800000012e-01 2.839402745399999817e-01 -1.934776631299999980e-02
1.639099562699999901e-01 2.955845082799999912e-01 -1.513874209099999937e-02
1.639337635700000018e-01 3.034209731099999918e-01 -1.070771866700000012e-02
1.639575612299999929e-01 3.072879890199999853e-01 -6.231397356400000288e-03
1.639813418000000134e-01 3.071223780499999778e-01 -1.968594912200000158e-03
1.640049057699999868e-01 3.029417893099999870e-01 1.918396629899999945e-03
1.640287095300000109e-01 2.948304425600000167e-01 5.262132004299999687e-03
1.640525231399999895e-01 2.828415223999999895e-01 7.967406419899999981e-03
1.640763153299999999e-01 2.671891571400000220e-01 9.913927506000000042e-03
1.641000998499999863e-01 2.481395466599999877e-01 1.101965722099999996e-02
1.641238951900000076e-01 2.260379252299999919e-01 1.124405459199999922e-02
1.641477049500000007e-01 2.012204523099999920e-01 1.068218851399999926e-02
1.641715146000000125e-01 1.740144683900000100e-01 9.405142885899999208e-03
1.641953218999999964e-01 1.447918123499999932e-01 7.470177989499999886e-03
1.642191045499999946e-01 1.138999226900000022e-01 5.018614468000000099e-03
1.642428976099999938e-01 8.177071462799999357e-02 2.161085105499999885e-03
1.642667175199999940e-01 4.873867630900000081e-02 -9.714786948800000150e-04
1.642905400399999882e-01 1.509495360300000012e-02 -4.173745755900000118e-03
1.643143538000000070e-01 -1.878010635199999986e-02 -7.263886477600000127e-03
1.643381454900000038e-01 -5.258342903100000215e-02 -1.010115110099999922e-02
1.643619332000000044e-01 -8.610597447199999643e-02 -1.259065174999999918e-02
1.643857425099999880e-01 -1.191391079600000041e-01 -1.462406510600000077e-02
1.644095492900000122e-01 -1.515195166899999946e-01 -1.611020315400000028e-02
1.644333581300000124e-01 -1.830752467800000061e-01 -1.699771155299999864e-02
1.644571565200000085e-01 -2.136237429500000007e-01 -1.722518981200000035e-02
1.644809379599999899e-01 -2.430338767499999886e-01 -1.676953619299999948e-02
1.645047510600000096e-01 -2.711854517400000275e-01 -1.563177064699999841e-02
1.645285677299999916e-01 -2.980426372900000231e-01 -1.388567429800000030e-02
1.645523875899999877e-01 -3.234784678400000058e-01 -1.162128051799999999e-02
1.645761956000000026e-01 -3.473425071699999811e-01 -8.921213581699999687e-03
1.645999784199999871e-01 -3.695058658200000012e-01 -5.945126582900000199e-03
1.646237741699999868e-01 -3.898325798899999750e-01 -2.792868420499999838e-03
1.646475865400000016e-01 -4.082670505000000061e-01 4.862238067399999816e-04
1.646713959099999902e-01 -4.247227342900000147e-01 3.746118869700000055e-03
1.646952057000000136e-01 -4.390391535800000078e-01 6.779816817699999866e-03
1.647189972199999963e-01 -4.511646753099999851e-01 9.539949369600000603e-03
1.647427912199999900e-01 -4.611202395299999757e-01 1.208248677200000031e-02
1.647666107699999882e-01 -4.689687472599999851e-01 1.434522044599999963e-02
1.647904311399999988e-01 -4.748845867200000015e-01 1.616388038199999960e-02
1.648142473199999958e-01 -4.790845083999999976e-01 1.742675452000000055e-02
1.648380393399999921e-01 -4.817685753600000065e-01 1.807100127099999995e-02
1.648618216299999883e-01 -4.831723319299999764e-01 1.800780013000000124e-02
1.648856311299999877e-01 -4.835716036100000115e-01 1.722935107700000051e-02
1.649094455400000048e-01 -4.831890400700000199e-01 1.576397417000000023e-02
1.649332648800000134e-01 -4.822098639999999881e-01 1.361423602200000083e-02
1.649570662300000046e-01 -4.808093471400000096e-01 1.080789218199999964e-02
1.649808483599999875e-01 -4.791425836900000124e-01 7.357485173299999764e-03
1.650042553299999881e-01 -4.773142448500000135e-01 3.110933237099999978e-03
1.650283929699999930e-01 -4.754604392899999810e-01 -1.813551122100000084e-03
1.650522326899999948e-01 -4.736148681799999816e-01 -7.566866160700000399e-03
1.650760140299999956e-01 -4.718333965700000077e-01 -1.406389906200000012e-02
1.650997929299999889e-01 -4.700200412700000219e-01 -2.133405407500000087e-02
1.651235880199999895e-01 -4.681303893000000049e-01 -2.937983502900000030e-02
1.651473987700000090e-01 -4.660679255999999882e-01 -3.806614070400000244e-02
1.651712103200000115e-01 -4.636315602900000221e-01 -4.723672565499999892e-02
1.651950173800000032e-01 -4.606086687300000038e-01 -5.674811745000000324e-02
1.652188122899999889e-01 -4.567970882799999854e-01 -6.639601720799999385e-02
1.652426106800000127e-01 -4.519467443499999848e-01 -7.600149639799999579e-02
1.652664262399999862e-01 -4.457847868099999999e-01 -8.535682266800000140e-02
1.652902497300000051e-01 -4.380968455200000000e-01 -9.412100157899999653e-02
1.653140555300000036e-01 -4.287717034499999857e-01 -1.019769357799999998e-01
1.653378478900000004e-01 -4.176680816700000243e-01 -1.087044195900000038e-01
1.653616315900000022e-01 -4.046425622400000033e-01 -1.140181757500000059e-01
1.653854330400000017e-01 -3.896341941500000017e-01 -1.177160317899999947e-01
1.654092470699999873e-01 -3.725951486899999887e-01 -1.197121662500000017e-01
1.654330624400000005e-01 -3.535538314700000240e-01 -1.199114997399999966e-01
1.654568616700000105e-01 -3.326142752099999766e-01 -1.183112287699999987e-01
1.654806543600000068e-01 -3.099003831700000156e-01 -1.148872949100000068e-01
1.655044617199999957e-01 -2.855578030200000006e-01 -1.096647196899999954e-01
1.655282811600000126e-01 -2.598235581500000224e-01 -1.027579690200000062e-01
1.655521023500000077e-01 -2.329642264800000084e-01 -9.430489678600000036e-02
1.655759031800000114e-01 -2.052312529699999999e-01 -8.447829141800000663e-02
1.655996842899999932e-01 -1.768636379999999897e-01 -7.344355541100000551e-02
1.656234743999999981e-01 -1.481346213999999994e-01 -6.150022104200000145e-02
1.656472807100000111e-01 -1.193298304899999968e-01 -4.899075125300000194e-02
1.656710973799999931e-01 -9.064033041699999516e-02 -3.622983786799999911e-02
1.656949067100000061e-01 -6.222996374700000277e-02 -2.356211693800000159e-02
1.657187010600000010e-01 -3.428227662299999923e-02 -1.127529376600000001e-02
1.657424986000000100e-01 -6.936844673800000340e-03 3.935829429900000102e-04
1.657663169799999947e-01 1.968223620499999840e-02 1.127613945999999916e-02
1.657901361399999884e-01 4.552584591600000036e-02 2.128019359400000129e-02
1.658139523999999920e-01 7.059060811999999518e-02 3.033461945299999879e-02
1.658377412300000020e-01 9.487103238400000638e-02 3.838241629400000049e-02
1.658615244599999927e-01 1.183323297799999951e-01 4.534093574700000240e-02
1.658853217400000080e-01 1.410173412999999876e-01 5.126361395299999790e-02
1.659091341700000000e-01 1.630006129400000114e-01 5.621334122800000083e-02
1.659329475100000117e-01 1.843843515199999894e-01 6.019530371399999663e-02
1.659567510299999882e-01 2.052717325400000015e-01 6.324906369199999323e-02
1.659805424099999871e-01 2.257055025799999948e-01 6.541859210599999808e-02
1.660042482799999886e-01 2.459034319700000026e-01 6.671293446499999835e-02
1.660280705299999882e-01 2.659221533000000193e-01 6.709807598000000484e-02
1.660518869800000075e-01 2.859296688499999850e-01 6.657316562399999416e-02
1.660757002699999874e-01 3.059518532600000174e-01 6.509925859500000078e-02
1.660994830799999988e-01 3.261245680100000044e-01 6.270147875600000364e-02
1.661232672899999874e-01 3.465262112699999952e-01 5.949361329200000131e-02
1.661470750700000110e-01 3.671097297099999990e-01 5.554974237399999681e-02
1.661708869899999885e-01 3.878110577400000203e-01 5.085918188900000192e-02
1.661947002399999929e-01 4.085453074600000067e-01 4.545645665899999965e-02
1.662184953399999943e-01 4.291586185599999825e-01 3.946112731999999734e-02
1.662422887899999979e-01 4.494946101000000249e-01 3.299695278099999685e-02
1.662660973300000011e-01 4.693702583700000153e-01 2.621602634500000070e-02
1.662899134099999898e-01 4.885625757600000063e-01 1.928836008099999930e-02
1.663137311400000040e-01 5.068677577300000348e-01 1.235271044200000022e-02
1.663375325500000002e-01 5.241228981200000137e-01 5.531881336600000254e-03
1.663613107099999877e-01 5.401678510599999816e-01 -1.087580031800000017e-03
1.663851094300000111e-01 5.548211574700000481e-01 -7.507486928499999823e-03
1.664089241499999983e-01 5.679380421499999887e-01 -1.373913120800000082e-02
1.664327381500000091e-01 5.793300317799999766e-01 -1.978242282100000152e-02
1.664565448700000005e-01 5.888378345300000483e-01 -2.571943577200000094e-02
1.664803343500000088e-01 5.963193503300000531e-01 -3.167536447799999821e-02
1.665041295599999915e-01 6.016572775899999836e-01 -3.776440026999999811e-02
1.665279460999999905e-01 6.047463512399999797e-01 -4.410059592300000220e-02
1.665517622100000095e-01 6.054886874399999508e-01 -5.084919885499999959e-02
1.665755792599999952e-01 6.038464331599999735e-01 -5.812261912100000205e-02
1.665993700700000024e-01 5.997579250900000325e-01 -6.602336033099999446e-02
1.666231568900000126e-01 5.931667233599999811e-01 -7.467251823300000146e-02
1.666469699099999979e-01 5.841238264900000532e-01 -8.410592706500000237e-02
1.666707887899999962e-01 5.727066227599999504e-01 -9.428057921499999328e-02
1.666946035699999884e-01 5.590087993000000255e-01 -1.050915933499999982e-01
1.667184016499999866e-01 5.431432048900000087e-01 -1.164322229299999956e-01
1.667421831700000023e-01 5.252399384000000504e-01 -1.281645302999999958e-01
1.667659887700000121e-01 5.055019547100000343e-01 -1.401393678099999984e-01
1.667898025800000072e-01 4.840543970999999779e-01 -1.522619797299999966e-01
1.668136218200000076e-01 4.610787994900000242e-01 -1.643260555799999911e-01
1.668374277499999891e-01 4.368065447999999740e-01 -1.761627410699999896e-01
1.668612123999999863e-01 4.114593828900000028e-01 -1.876087465700000123e-01
1.668850095099999875e-01 3.852847535300000237e-01 -1.984646016000000124e-01
1.669088251999999994e-01 3.585239477600000169e-01 -2.086271892100000080e-01
1.669326453899999951e-01 3.314355981500000103e-01 -2.179555764499999937e-01
1.669564590700000073e-01 3.042686024599999817e-01 -2.263489999199999880e-01
1.669802430900000079e-01 2.774683866300000079e-01 -2.336893731899999938e-01
1.670036464200000126e-01 2.508244998599999942e-01 -2.400567586900000105e-01
1.670274724799999944e-01 2.249389241199999945e-01 -2.454006268599999985e-01
1.670512921300000009e-01 1.995212055699999987e-01 -2.498974514500000021e-01
1.670751049599999982e-01 1.749601030600000107e-01 -2.535890838700000094e-01
1.670989056199999878e-01 1.513571929699999985e-01 -2.565167491800000032e-01
1.671226967299999921e-01 1.287977718399999916e-01 -2.587801379699999904e-01
1.671465004899999884e-01 1.073731559599999941e-01 -2.605270934500000246e-01
1.671703166700000132e-01 8.712854000700000212e-02 -2.618185404300000241e-01
1.671941381000000004e-01 6.811051796500000588e-02 -2.627230425200000052e-01
1.672179425599999991e-01 5.034979375700000120e-02 -2.633290363099999865e-01
1.672417232300000001e-01 3.382292544499999887e-02 -2.636786324200000031e-01
1.672655173700000053e-01 1.848093755099999846e-02 -2.638540605599999922e-01
1.672893334099999907e-01 4.298131545999999727e-03 -2.639695515200000120e-01
1.673131508400000078e-01 -8.731323382799999200e-03 -2.640654374899999990e-01
1.673369555299999978e-01 -2.068634968000000046e-02 -2.641279252000000022e-01
1.673607505999999967e-01 -3.162745152199999965e-02 -2.641120112800000030e-01
1.673845390099999997e-01 -4.157835343699999714e-02 -2.640458346499999776e-01
1.674083527999999932e-01 -5.060134585500000032e-02 -2.640158455600000176e-01
1.674321705600000099e-01 -5.876411492200000336e-02 -2.639845317999999774e-01
1.674559865699999928e-01 -6.611651300099999351e-02 -2.638624082400000126e-01
1.674797805400000117e-01 -7.274193273600000620e-02 -2.636306483699999981e-01
1.675035650599999981e-01 -7.872832857900000092e-02 -2.632349736699999831e-01
1.675273722500000007e-01 -8.416418231099999370e-02 -2.626472783900000163e-01
1.675511859300000128e-01 -8.917519353599999421e-02 -2.618343571599999753e-01
1.675749995999999964e-01 -9.392788331500000198e-02 -2.606660938600000033e-01
1.675988003999999976e-01 -9.862095895799999345e-02 -2.590535017700000275e-01
1.676225882000000056e-01 -1.034581823199999945e-01 -2.569685640100000112e-01
1.676463823100000083e-01 -1.085186363200000004e-01 -2.543801298800000277e-01
1.676701971500000055e-01 -1.138188511399999964e-01 -2.512295586100000144e-01
1.676940161100000104e-01 -1.194848820899999942e-01 -2.474704797900000031e-01
1.677178243599999896e-01 -1.256142109199999968e-01 -2.430527114699999880e-01
1.677416126300000088e-01 -1.322133987200000138e-01 -2.379027219600000076e-01
1.677653992400000016e-01 -1.392881388599999937e-01 -2.319562718900000098e-01
1.677892153699999944e-01 -1.468028301400000069e-01 -2.251821469399999942e-01
1.678130326600000000e-01 -1.547149714200000137e-01 -2.175827146800000111e-01
1.678368451799999994e-01 -1.629742000899999932e-01 -2.091916496200000031e-01
1.678606412499999978e-01 -1.715082881499999934e-01 -2.000384192899999913e-01
1.678844274999999886e-01 -1.802323681499999886e-01 -1.901212799800000020e-01
1.679082405800000066e-01 -1.889749607300000023e-01 -1.794863305099999862e-01
1.679320561400000078e-01 -1.975570574399999890e-01 -1.682623227299999968e-01
1.679558738499999926e-01 -2.058223275999999935e-01 -1.565733450000000027e-01
1.679796758700000114e-01 -2.135462876600000004e-01 -1.446296327300000129e-01
1.680030317200000012e-01 -2.206855923799999897e-01 -1.323479680799999891e-01
1.680268393899999879e-01 -2.269332024600000108e-01 -1.199646289199999966e-01
1.680506593099999890e-01 -2.322637630000000120e-01 -1.072675441500000049e-01
1.680744754400000096e-01 -2.365324290199999901e-01 -9.448483993299999772e-02
1.680982816000000102e-01 -2.396607031100000118e-01 -8.175199536999999683e-02
1.681220657499999938e-01 -2.415332799300000111e-01 -6.912005602399999560e-02
1.681458652199999959e-01 -2.420692323699999982e-01 -5.659064552600000242e-02
1.681696843599999880e-01 -2.412208729699999998e-01 -4.416675724800000341e-02
1.681934999699999933e-01 -2.389667250499999951e-01 -3.184591958800000316e-02
1.682173148299999921e-01 -2.352953113800000107e-01 -1.962055405299999861e-02
1.682411121300000090e-01 -2.301815726900000025e-01 -7.469675040199999852e-03
1.682649016799999953e-01 -2.236142775499999902e-01 4.566498213999999577e-03
1.682887098999999997e-01 -2.155711722099999950e-01 1.650700950100000147e-02
1.683125279999999890e-01 -2.060295849200000085e-01 2.845345033099999990e-02
1.683363490500000004e-01 -1.950376663199999971e-01 4.037887015399999752e-02
1.683601445000000030e-01 -1.826046754900000069e-01 5.230509612099999706e-02
1.683839279899999875e-01 -1.687550379399999911e-01 6.430365620099999513e-02
1.684077382799999967e-01 -1.535839669600000124e-01 7.639145406700000029e-02
1.684315542600000049e-01 -1.372025157700000053e-01 8.859288176799999526e-02
1.684553739200000122e-01 -1.197400536499999973e-01 1.008097389100000019e-01
1.684791838699999933e-01 -1.013330429599999943e-01 1.129148636500000025e-01
1.685029697500000090e-01 -8.217308851799999536e-02 1.248180935599999958e-01
1.685267663099999924e-01 -6.244713888100000138e-02 1.364083828400000087e-01
1.685505865799999947e-01 -4.232082014199999714e-02 1.475779869999999938e-01
1.685744062500000029e-01 -2.196978069400000108e-02 1.581006862200000085e-01
1.685982186799999949e-01 -1.557909922499999900e-03 1.677113462600000049e-01
1.686220036199999883e-01 1.877870777099999861e-02 1.763398202600000020e-01
1.686457892500000111e-01 3.887437021899999706e-02 1.838868291699999880e-01
1.686696082499999916e-01 5.851699405900000206e-02 1.902671061800000063e-01
1.686934239300000027e-01 7.752293209600000234e-02 1.954498421599999980e-01
1.687172400199999922e-01 9.574391678900000258e-02 1.993483963300000106e-01
1.687410428699999965e-01 1.130663982899999948e-01 2.019440722599999960e-01
1.687648292399999972e-01 1.294388341499999873e-01 2.031766505600000050e-01
1.687886418200000016e-01 1.447751356199999950e-01 2.030037899999999895e-01
1.688124600600000025e-01 1.589959394300000106e-01 2.014500314200000086e-01
1.688362832799999991e-01 1.720428968200000130e-01 1.984721240400000031e-01
1.688600860099999934e-01 1.838529413899999965e-01 1.940734433999999897e-01
1.688838639299999889e-01 1.943790115200000057e-01 1.883400785100000085e-01
1.689076580699999941e-01 2.036361593100000089e-01 1.812937477799999864e-01
1.689314749799999960e-01 2.116239129699999943e-01 1.730359037099999941e-01
1.689552984500000132e-01 2.183469219699999964e-01 1.637576556800000027e-01
1.689791092700000108e-01 2.238306818299999890e-01 1.537293970399999932e-01
1.690024078700000099e-01 2.282979920300000076e-01 1.429899073299999990e-01
1.690262140300000104e-01 2.318063391200000101e-01 1.319638160499999879e-01
1.690500296000000124e-01 2.345333579499999932e-01 1.206234298799999938e-01
1.690738484700000099e-01 2.365131570500000058e-01 1.093955728299999958e-01
1.690976671299999901e-01 2.378763210000000017e-01 9.855067697100000634e-02
1.691214641600000124e-01 2.387952916899999944e-01 8.831274438899999746e-02
1.691452468100000106e-01 2.394715923999999885e-01 7.888221016599999968e-02
1.691690588800000006e-01 2.401014845599999947e-01 7.042606685299999947e-02
1.691928796499999887e-01 2.407851217199999949e-01 6.302604794199999361e-02
1.692167014000000025e-01 2.416060842099999884e-01 5.667562809900000137e-02
1.692405106400000081e-01 2.426983271100000006e-01 5.136437091599999755e-02
1.692642931599999956e-01 2.441291544299999949e-01 4.709848033700000242e-02
1.692880910900000091e-01 2.459436299799999948e-01 4.386273116500000180e-02
1.693119097799999917e-01 2.482079728500000138e-01 4.155971748099999974e-02
1.693357295100000048e-01 2.508810922799999954e-01 4.010434352199999941e-02
1.693595435299999896e-01 2.539427649400000098e-01 3.940083368600000302e-02
1.693833326899999991e-01 2.574542564999999783e-01 3.926293385599999991e-02
1.694071223699999962e-01 2.614047195099999943e-01 3.952093645600000121e-02
1.694309428899999914e-01 2.657584563400000044e-01 4.003780757500000065e-02
1.694547624999999946e-01 2.704524194799999837e-01 4.057170638799999923e-02
1.694785800399999931e-01 2.754299238999999844e-01 4.095509993299999846e-02
1.695023789600000053e-01 2.806596458699999741e-01 4.112745546800000013e-02
1.695261600500000132e-01 2.860957306499999908e-01 4.094592477899999805e-02
1.695499753899999962e-01 2.917222898199999803e-01 4.021716384500000074e-02
1.695737996699999972e-01 2.975390204500000246e-01 3.879996676999999949e-02
1.695976187400000113e-01 3.035049014299999737e-01 3.668480398400000148e-02
1.696214261400000034e-01 3.095760513599999930e-01 3.384885407600000257e-02
1.696452084299999996e-01 3.157290063000000035e-01 3.024530106099999893e-02
1.696690091899999975e-01 3.219524568300000111e-01 2.580580823999999857e-02
1.696928343799999905e-01 3.282073739199999896e-01 2.043389817400000086e-02
1.697166520099999965e-01 3.344583747500000093e-01 1.416832003199999974e-02
1.697404669800000043e-01 3.406980948800000242e-01 7.006273157399999646e-03
1.697642537300000087e-01 3.469575437499999859e-01 -1.134181383499999933e-03
1.697880470300000000e-01 3.533098111699999877e-01 -1.018452358299999985e-02
1.698118732799999975e-01 3.597799105600000269e-01 -2.007559629500000123e-02
1.698356987000000096e-01 3.663745720100000103e-01 -3.081176704700000143e-02
1.698595186799999879e-01 3.730487694099999807e-01 -4.252053463100000097e-02
1.698833137100000112e-01 3.797361168599999726e-01 -5.531436971200000274e-02
1.699070967400000132e-01 3.863991844399999875e-01 -6.913509198400000222e-02
1.699309047800000028e-01 3.929769963099999930e-01 -8.401279296999999979e-02
1.699547292899999951e-01 3.994044996300000205e-01 -1.000431276200000053e-01
1.699785468599999960e-01 4.055402315900000221e-01 -1.170518766900000007e-01
1.700017864299999959e-01 4.114480687000000025e-01 -1.354691264900000081e-01
1.700255785500000005e-01 4.169056637799999909e-01 -1.548958012599999934e-01
1.700493783400000014e-01 4.219705382999999754e-01 -1.758153067200000086e-01
1.700732127500000079e-01 4.265187025200000148e-01 -1.979189038899999975e-01
1.700970406900000065e-01 4.305338108399999753e-01 -2.211529274600000095e-01
1.701208551700000016e-01 4.340314421400000011e-01 -2.454718901700000122e-01
1.701446353299999881e-01 4.370452694899999990e-01 -2.707433492499999872e-01
1.701684194499999969e-01 4.395324222099999956e-01 -2.967822827700000166e-01
1.701922382799999911e-01 4.413925130799999930e-01 -3.234457653500000252e-01
1.702160562900000007e-01 4.425242430499999879e-01 -3.505642628000000260e-01
1.702398731900000017e-01 4.428334234899999888e-01 -3.778172835699999954e-01
1.702636777900000120e-01 4.421853065899999935e-01 -4.048844311700000032e-01
1.702874617900000109e-01 4.404023326500000057e-01 -4.314530077600000069e-01
1.703112751199999941e-01 4.373546246900000267e-01 -4.571063182699999783e-01
1.703350988800000076e-01 4.328644057100000109e-01 -4.813983606200000209e-01
1.703589190199999992e-01 4.266937580399999819e-01 -5.038103160100000366e-01
1.703827214399999956e-01 4.186738369599999898e-01 -5.238940092099999557e-01
1.704065008300000017e-01 4.086620570000000230e-01 -5.413202507300000077e-01
1.704303102499999945e-01 3.964953353099999744e-01 -5.558553771199999938e-01
1.704541293600000118e-01 3.820286518800000142e-01 -5.673815404299999976e-01
1.704779558400000006e-01 3.651850269799999937e-01 -5.758171632699999876e-01
1.705017689899999966e-01 3.459086976799999880e-01 -5.810964741199999839e-01
1.705255613699999950e-01 3.241073835100000133e-01 -5.832350478600000221e-01
1.705493532900000109e-01 2.997081790700000248e-01 -5.822956312399999446e-01
1.705731811400000020e-01 2.727434556000000176e-01 -5.783838941200000194e-01
1.705970031500000095e-01 2.432223209300000133e-01 -5.716345588100000263e-01
1.706208233900000093e-01 2.112375394700000131e-01 -5.621975445800000415e-01
1.706446158400000135e-01 1.768556726899999931e-01 -5.502880882099999704e-01
1.706683966099999950e-01 1.401701378399999864e-01 -5.360865226900000113e-01
1.706922146200000046e-01 1.013605808100000033e-01 -5.197457446200000053e-01
1.707160426800000130e-01 6.056852177199999882e-02 -5.013807627299999847e-01
1.707398672400000095e-01 1.795718505199999857e-02 -4.810977227700000136e-01
1.707636749800000020e-01 -2.628294292299999946e-02 -4.590576577000000102e-01
1.707874574300000114e-01 -7.201448485599999672e-02 -4.353813532499999917e-01
1.708112702900000113e-01 -1.189173114899999967e-01 -4.101399848499999723e-01
1.708350941100000020e-01 -1.666604654199999869e-01 -3.833747869099999872e-01
1.708589218500000118e-01 -2.149264305999999958e-01 -3.551681452900000147e-01
1.708827321399999932e-01 -2.634590411600000182e-01 -3.255839046499999778e-01
1.709065160100000091e-01 -3.119626538199999910e-01 -2.946540919499999744e-01
1.709303116800000022e-01 -3.600910053999999971e-01 -2.624213656200000133e-01
1.709541341499999922e-01 -4.075036949099999917e-01 -2.289450522900000062e-01
1.709779593899999894e-01 -4.533385189499999912e-01 -1.946803785500000050e-01
1.710011901500000098e-01 -4.983956815200000223e-01 -1.588743355399999946e-01
1.710249884900000017e-01 -5.412242343700000013e-01 -1.226162861800000059e-01
1.710487743499999880e-01 -5.826133851200000491e-01 -8.519669147099999396e-02
1.710725924500000050e-01 -6.217403974599999827e-01 -4.725233510799999731e-02
1.710964145799999947e-01 -6.584013795800000013e-01 -8.919799634600000110e-03
1.711202388299999932e-01 -6.922743825899999592e-01 2.956076254899999908e-02
1.711440417900000066e-01 -7.231553478300000171e-01 6.796620007299999933e-02
1.711678238899999871e-01 -7.509222982000000046e-01 1.061353208500000062e-01
1.711916279300000066e-01 -7.754470138000000290e-01 1.439823708000000091e-01
1.712154496899999934e-01 -7.966287276300000331e-01 1.814204536300000059e-01
1.712392776199999911e-01 -8.143436301799999999e-01 2.182777039899999882e-01
1.712630939600000013e-01 -8.285304448200000449e-01 2.544454533000000129e-01
1.712868793000000001e-01 -8.391999434000000369e-01 2.898496752899999973e-01
1.713106732999999937e-01 -8.463247025100000265e-01 3.243887163699999965e-01
1.713345028499999867e-01 -8.498952778799999663e-01 3.578911540699999949e-01
1.713583310200000043e-01 -8.499419032399999629e-01 3.901837925400000184e-01
1.713821568199999923e-01 -8.465346371299999895e-01 4.211032770199999997e-01
1.714059481599999879e-01 -8.398249050699999607e-01 4.504592008500000189e-01
1.714297245199999931e-01 -8.299698839400000416e-01 4.779983082100000003e-01
1.714535449100000053e-01 -8.171643809899999944e-01 5.034481558100000198e-01
1.714773681700000052e-01 -8.015823723399999601e-01 5.265306567699999940e-01
1.715011968100000062e-01 -7.834089959500000200e-01 5.469901035499999953e-01
1.715250050200000098e-01 -7.629014985400000004e-01 5.647009004199999849e-01
1.715487950900000114e-01 -7.402755726299999894e-01 5.794242797399999922e-01
1.715725987600000002e-01 -7.156614935699999736e-01 5.909387068300000490e-01
1.715964229499999938e-01 -6.892084249000000051e-01 5.991241321200000414e-01
1.716202504600000123e-01 -6.611264949399999757e-01 6.039226281399999730e-01
1.716440628400000001e-01 -6.316489648899999976e-01 6.052770616099999446e-01
1.716678473699999874e-01 -6.009439123099999946e-01 6.030823225900000528e-01
1.716916354099999875e-01 -5.691895596399999535e-01 5.973125178499999466e-01
1.717154558300000022e-01 -5.365614465400000421e-01 5.880105160899999905e-01
1.717392814500000031e-01 -5.031715605100000044e-01 5.752998587800000063e-01
1.717631039899999990e-01 -4.692080568800000018e-01 5.594184862800000158e-01
1.717869090699999934e-01 -4.349102947399999808e-01 5.406342790500000550e-01
1.718106963699999878e-01 -4.004405898000000241e-01 5.191420477999999505e-01
1.718345188000000023e-01 -3.659687076300000008e-01 4.952020468000000175e-01
1.718583499899999922e-01 -3.315833803600000129e-01 4.691686449399999903e-01
1.718821809799999933e-01 -2.974209739800000030e-01 4.414717994199999773e-01
1.719059829400000072e-01 -2.635741363699999895e-01 4.125128106700000075e-01
1.719297606200000106e-01 -2.301053355999999883e-01 3.826704329100000246e-01
1.719535550000000079e-01 -1.970395777900000034e-01 3.522863499300000201e-01
1.719773771399999984e-01 -1.644349210599999889e-01 3.216588150099999877e-01
1.720011930900000041e-01 -1.323716603500000033e-01 2.909994842099999923e-01
1.720250161000000111e-01 -1.009305671799999998e-01 2.606507438299999757e-01
1.720488137500000014e-01 -7.009669891099999661e-02 2.309056090000000117e-01
1.720726112000000030e-01 -3.990499111500000334e-02 2.019345850900000072e-01
1.720964398100000015e-01 -1.038076654099999961e-02 1.738558851399999994e-01
1.721202708100000034e-01 1.848079847800000036e-02 1.467356297999999892e-01
1.721440961900000122e-01 4.661975601499999955e-02 1.206864937099999951e-01
1.721678888200000035e-01 7.399868816299999541e-02 9.574431615499999493e-02
1.721916647700000025e-01 1.005591443600000051e-01 7.185547638500000556e-02
1.722154785299999935e-01 1.262723581200000111e-01 4.895971036599999771e-02
1.722393047499999885e-01 1.511572508700000095e-01 2.699811009799999925e-02
1.722631369600000073e-01 1.751254646900000100e-01 5.975540628900000324e-03
1.722869461700000104e-01 1.981420239599999966e-01 -1.411584534700000004e-02
1.723107339299999874e-01 2.202213969200000065e-01 -3.332389109399999660e-02
1.723345536399999989e-01 2.413413089700000014e-01 -5.181441795700000158e-02
1.723583832699999985e-01 2.614404302000000180e-01 -6.983453977699999315e-02
1.723822174899999893e-01 2.803995608000000028e-01 -8.760248495300000660e-02
1.724060296499999867e-01 2.981327060999999778e-01 -1.054476962900000037e-01
1.724298119300000098e-01 3.145462275800000040e-01 -1.237468299699999996e-01
1.724535947799999969e-01 3.295097305799999932e-01 -1.428944174800000078e-01
1.724774197700000011e-01 3.428247252800000200e-01 -1.632838336499999876e-01
1.725012467900000068e-01 3.543302764799999838e-01 -1.852583335000000109e-01
1.725250726499999998e-01 3.638692626700000265e-01 -2.090767173899999998e-01
1.725488736099999865e-01 3.713338061400000001e-01 -2.350262487299999981e-01
1.725726622200000060e-01 3.766742001799999739e-01 -2.634001291799999978e-01
1.725964894600000021e-01 3.798182011199999764e-01 -2.944408615599999890e-01
1.726203186599999939e-01 3.806483891299999867e-01 -3.283399025100000035e-01
1.726441501200000062e-01 3.790704596100000212e-01 -3.650734737099999849e-01
1.726679521499999981e-01 3.750124083799999952e-01 -4.044721139999999937e-01
1.726917302900000117e-01 3.684767380799999770e-01 -4.462392619500000213e-01
1.727155328599999928e-01 3.595178307599999901e-01 -4.899338344999999983e-01
1.727393560300000130e-01 3.482143404799999953e-01 -5.348998829200000138e-01
1.727631880299999867e-01 3.347189864399999770e-01 -5.801990995700000431e-01
1.727870057199999976e-01 3.192392948000000175e-01 -6.247471711099999991e-01
1.728107974099999944e-01 3.020299036299999851e-01 -6.674109977100000091e-01
1.728346014100000105e-01 2.833376995599999892e-01 -7.069332359700000179e-01
